ID,Poet,Poetry
326,faiz-ahmad-faiz,"shaikh sahab se rasm-o-rah na ki 
shukr hai zindagi tabah na ki 
tujh ko dekha to ser-chashm hue 
tujh ko chaha to aur chaah na ki 
tere dast-e-sitam ka ijz nahin 
dil hi kafir tha jis ne aah na ki 
the shab-e-hijr kaam aur bahut 
ham ne fikr-e-dil-e-tabah na ki 
kaun qatil bacha hai shahr men 'faiz' 
jis se yaron ne rasm-o-rah na ki"
327,faiz-ahmad-faiz,"tire gham ko jaan ki talash thi tire jan-nisar chale ga.e 
tiri rah men karte the sar talab sar-e-rahguzar chale ga.e 
tiri kaj-ada.i se haar ke shab-e-intizar chali ga.i 
mire zabt-e-hal se ruuTh kar mire gham-gusar chale ga.e 
na saval-e-vasl na arz-e-gham na hikayaten na shikayaten 
tire ahd men dil-e-zar ke sabhi ikhtiyar chale ga.e 
ye hamin the jin ke libas par sar-e-rah siyahi likhi ga.i 
yahi daagh the jo saja ke ham sar-e-bazm-e-yar chale ga.e 
na raha junun-e-rukh-e-vafa ye rasan ye daar karoge kya 
jinhen jurm-e-ishq pe naaz tha vo gunahgar chale ga.e"
328,faiz-ahmad-faiz,"tiri umiid tira intizar jab se hai 
na shab ko din se shikayat na din ko shab se hai 
kisi ka dard ho karte hain tere naam raqam 
gila hai jo bhi kisi se tire sabab se hai 
hua hai jab se dil-e-na-subur be-qabu 
kalam tujh se nazar ko baDe adab se hai 
agar sharar hai to bhaDke jo phuul hai to khile 
tarah tarah ki talab tere rang-e-lab se hai 
kahan ga.e shab-e-furqat ke jagne vaale 
sitara-e-sahari ham-kalam kab se hai"
329,faiz-ahmad-faiz,"tum aa.e ho na shab-e-intizar guzri hai 
talash men hai sahar baar baar guzri hai 
junun men jitni bhi guzri ba-kar guzri hai 
agarche dil pe kharabi hazar guzri hai 
hui hai hazrat-e-naseh se guftugu jis shab 
vo shab zarur sar-e-ku-e-yar guzri hai 
vo baat saare fasane men jis ka zikr na tha 
vo baat un ko bahut na-gavar guzri hai 
na gul khile hain na un se mile na mai pi hai 
ajiib rang men ab ke bahar guzri hai 
chaman pe gharat-e-gul-chin se jaane kya guzri 
qafas se aaj saba be-qarar guzri hai"
330,faiz-ahmad-faiz,"tumhari yaad ke jab zakhm bharne lagte hain 
kisi bahane tumhen yaad karne lagte hain 
hadis-e-yar ke unvan nikharne lagte hain 
to har harim men gesu sanvarne lagte hain 
har ajnabi hamen mahram dikha.i deta hai 
jo ab bhi teri gali se guzarne lagte hain 
saba se karte hain ghurbat-nasib zikr-e-vatan 
to chashm-e-sub.h men aansu ubharne lagte hain 
vo jab bhi karte hain is nutq o lab ki bakhiya-gari 
faza men aur bhi naghme bikharne lagte hain 
dar-e-qafas pe andhere ki mohr lagti hai 
to 'faiz' dil men sitare utarne lagte hain"
331,faiz-ahmad-faiz,"vafa-e-vada nahin vada-e-digar bhi nahin 
vo mujh se ruThe to the lekin is qadar bhi nahin 
baras rahi hai harim-e-havas men daulat-e-husn 
gada-e-ishq ke kaase men ik nazar bhi nahin 
na jaane kis liye ummid-var baiTha huun 
ik aisi raah pe jo teri rahguzar bhi nahin 
nigah-e-shauq sar-e-bazm be-hijab na ho 
vo be-khabar hi sahi itne be-khabar bhi nahin 
ye ahd-e-tark-e-mohabbat hai kis liye akhir 
sukun-e-qalb udhar bhi nahin idhar bhi nahin"
332,faiz-ahmad-faiz,"vo buton ne Daale hain vasvase ki dilon se khauf-e-khuda gaya 
vo paDi hain roz qayamaten ki khayal-e-roz-e-jaza gaya 
jo nafas tha khar-e-gulu bana jo uThe the haath lahu hue 
vo nashat-e-ah-e-sahr ga.i vo vaqar-e-dast-e-dua gaya 
na vo rang fasl-e-bahar ka na ravish vo abr-e-bahar ki 
jis ada se yaar the ashna vo mizaj-e-bad-e-saba gaya 
jo talab pe ahd-e-vafa kiya to vo abru-e-vafa ga.i 
sar-e-am jab hue mudda.i to savab-e-sidq-o-safa gaya 
abhi badban ko tah rakho abhi muztarib hai rukh-e-hava 
kisi raste men hai muntazir vo sukun jo aa ke chala gaya"
333,faiz-ahmad-faiz,"ye jafa-e-gham ka chara vo najat-e-dil ka aalam 
tira husn dast-e-isa tiri yaad ru-e-maryam 
dil o jaan fida-e-rahe kabhi aa ke dekh hamdam 
sar-e-ku-e-dil-figaran shab-e-arzu ka aalam 
tiri diid se siva hai tire shauq men baharan 
vo chaman jahan giri hai tire gesuon ki shabnam 
ye ajab qayamaten hain tire rahguzar men guzaran 
na hua ki mar miTen ham na hua ki ji uThen ham 
lo suni ga.i hamari yuun phire hain din ki phir se 
vahi gosha-e-qafas hai vahi fasl-e-gul ka matam"
334,faiz-ahmad-faiz,"ye kis khalish ne phir is dil men ashiyana kiya 
phir aaj kis ne sukhan ham se gha.ebana kiya 
gham-e-jahan ho rukh-e-yar ho ki dast-e-adu 
suluk jis se kiya ham ne ashiqana kiya 
the khak-e-rah bhi ham log qahr-e-tufan bhi 
saha to kya na saha aur kiya to kya na kiya 
khusha ki aaj har ik mudda.i ke lab par hai 
vo raaz jis ne hamen randa-e-zamana kiya 
vo hila-gar jo vafa-ju bhi hai jafa-khu bhi 
kiya bhi 'faiz' to kis but se dostana kiya"
335,faiz-ahmad-faiz,"yuun saja chand ki jhalka tire andaz ka rang 
yuun faza mahki ki badla mire hamraz ka rang 
saya-e-chashm men hairan rukh-e-raushan ka jamal 
surkhi-e-lab men pareshan tiri avaz ka rang 
be-piye huun ki agar lutf karo akhir-e-shab 
shisha-e-mai men Dhale sub.h ke aghaz ka rang 
chang o nai rang pe the apne lahu ke dam se 
dil ne lai badli to maddham hua har saaz ka rang 
ik sukhan aur ki phir rang-e-takallum tera 
harf-e-sada ko inayat kare e.ajaz ka rang"
336,firaq-gorakhpuri,"aa.i hai kuchh na puchh qayamat kahan kahan 
uf le ga.i hai mujh ko mohabbat kahan kahan 
betabi-o-sukun ki huiin manzilen tamam 
bahla.en tujh se chhuT ke tabi.at kahan kahan 
furqat ho ya visal vahi iztirab hai 
tera asar hai ai gham-e-furqat kahan kahan 
har jumbish-e-nigah men sad-kaif be-khudi 
bharti phiregi husn ki niyyat kahan kahan 
rah-e-talab men chhoD diya dil ka saath bhi 
phirte liye hue ye musibat kahan kahan 
dil ke ufaq tak ab to hain parchha.iyan tiri 
le jaa.e ab to dekh ye vahshat kahan kahan 
ai nargis-e-siyah bata de tire nisar 
kis kis ko hai ye hosh ye ghaflat kahan kahan 
nairang-e-ishq ki hai koi intiha ki ye 
ye gham kahan kahan ye masarrat kahan kahan 
beganagi par us ki zamane se ehtiraz 
dar-parda us ada ki shikayat kahan kahan 
farq aa gaya tha daur-e-hayat-o-mamat men 
aa.i hai aaj yaad vo surat kahan kahan 
jaise fana baqa men bhi koi kami si ho 
mujh ko paDi hai teri zarurat kahan kahan 
duniya se ai dal itni tabi.at bhari na thi 
tere liye uTha.i nadamat kahan kahan 
ab imtiyaz-e-ishq-o-havas bhi nahin raha 
hoti hai teri chashm-e-inayat kahan kahan 
har gaam par tariq-e-mohabbat men maut thi 
is raah men khule dar-e-rahmat kahan kahan 
hosh-o-junun bhi ab to bas ik baat hain 'firaq' 
hoti hai us nazar ki shararat kahan kahan"
337,firaq-gorakhpuri,"aaj bhi qafila-e-ishq ravan hai ki jo tha 
vahi miil aur vahi sang-e-nishan hai ki jo tha 
phir tira gham vahi rusva-e-jahan hai ki jo tha 
phir fasana ba-hadis-e-digran hai ki jo tha 
manzilen gard ke manind uDi jaati hain 
vahi andaz-e-jahan-e-guzaran hai ki jo tha 
zulmat o nuur men kuchh bhi na mohabbat ko mila 
aaj tak ek dhundalke ka saman hai ki jo tha 
yuun to is daur men be-kaif si hai bazm-e-hayat 
ek hangama sar-e-ritl-e-giran hai ki jo tha 
laakh kar jaur-o-sitam laakh kar ehsan-o-karam 
tujh pe ai dost vahi vahm-o-guman hai ki jo tha 
aaj phir ishq do-alam se juda hota hai 
astinon men liye kaun-o-makan hai ki jo tha 
ishq afsurda nahin aaj bhi afsurda bahut 
vahi kam kam asr-e-soz-e-nihan hai ki jo tha 
nazar aa jaate hain tum ko to bahut nazuk baal 
dil mira kya vahi ai shisha-giran hai ki jo tha 
jaan de baiThe the ik baar havas vaale bhi 
phir vahi marhala-e-sud-o-ziyan hai ki jo tha 
aaj bhi said-gah-e-ishq men husan-e-saffak 
liye abru ki lachakti si kaman hai ki jo tha 
phir tiri chashm-e-sukhan-sanj ne chheDi koi baat 
vahi jaadu hai vahi husn-e-bayan hai ki jo tha 
raat bhar husn par aa.e bhi ga.e sau sau rang 
shaam se ishq abhi tak nigaran hai ki jo tha 
jo bhi kar jaur-o-sitam jo bhi kar ehsan-o-karam 
tujh pe ai dost vahi vahm-o-guman hai ki jo tha 
aankh jhapki ki idhar khatm hua roz-e-visal 
phir bhi is din pe qayamat ka guman hai ki jo tha 
qurb hi kam hai na duuri hi ziyada lekin 
aaj vo rabt ka ehsas kahan hai ki jo tha 
tira-bakhti nahin jaati dil-e-sozan ki 'firaq' 
sham.a ke sar pe vahi aaj dhuan hai ki jo tha"
338,firaq-gorakhpuri,"ankhon men jo baat ho ga.i hai 
ik sharh-e-hayat ho ga.i hai 
jab dil ki vafat ho ga.i hai 
har chiiz ki raat ho ga.i hai 
gham se chhuT kar ye gham hai mujh ko 
kyuun gham se najat ho ga.i hai 
muddat se khabar mili na dil ki 
shayad koi baat ho ga.i hai 
jis shai pe nazar paDi hai teri 
tasvir-e-hayat ho ga.i hai 
ab ho mujhe dekhiye kahan sub.h 
un zulfon men raat ho ga.i hai 
dil men tujh se thi jo shikayat 
ab gham ke nikat ho ga.i hai 
iqrar-e-gunah-e-ishq sun lo 
mujh se ik baat ho ga.i hai 
jo chiiz bhi mujh ko haath aa.i 
teri saughat ho ga.i hai 
kya janiye maut pahle kya thi 
ab meri hayat ho ga.i hai 
ghaTte ghaTte tiri inayat 
meri auqat ho ga.i hai 
us chashm-e-siyah ki yaad yaksar 
sham-e-zulmat ho ga.i hai 
is daur men zindagi bashar ki 
bimar ki raat ho ga.i hai 
jiiti hui bazi-e-mohabbat 
khela huun to maat ho ga.i hai 
miTne lagin zindagi ki qadren 
jab gham se najat ho ga.i hai 
vo chahen to vaqt bhi badal jaa.e 
jab aa.e hain raat ho ga.i hai 
duniya hai kitni be-Thikana 
ashiq ki barat ho ga.i hai 
pahle vo nigah ik kiran thi 
ab barq-sifat ho ga.i hai 
jis chiiz ko chhu diya hai tu ne 
ik barg-e-nabat ho ga.i hai 
ikka-dukka sada-e-zanjir 
zindan men raat ho ga.i hai 
ek ek sifat 'firaq' us ki 
dekha hai to zaat ho ga.i hai"
339,firaq-gorakhpuri,"ab aksar chup chup se rahen hain yunhi kabhu lab kholen hain 
pahle 'firaq' ko dekha hota ab to bahut kam bolen hain 
din men ham ko dekhne vaalo apne apne hain auqat 
jaao na tum in khushk ankhon par ham raton ko ro len hain 
fitrat meri ishq-o-mohabbat qismat meri tanha.i 
kahne ki naubat hi na aa.i ham bhi kisu ke ho len hain 
khunuk siyah mahke hue saa.e phail jaa.en hain jal-thal par 
kin jatanon se meri ghazlen raat ka juuDa kholen hain 
baagh men vo khvab-avar aalam mauj-e-saba ke isharon par 
Daali Daali nauras patte sahj sahj jab Dolen hain 
uf vo labon par mauj-e-tabassum jaise karvaTen len kaunde 
haa.e vo alam-e-jumbish-e-mizhgan jab fitne par taulen hain 
naqsh-o-nigar-e-ghazal men jo tum ye shadabi paao ho 
ham ashkon men ka.enat ke nok-e-qalam ko Dubo len hain 
in raton ko harim-e-naz ka ik aalam hue hai nadim 
khalvat men vo narm ungliyan band-e-qaba jab kholen hain 
gham ka fasana sunne vaalo akhir-e-shab aram karo 
kal ye kahani phir chheDenge ham bhi zara ab so len hain 
ham log ab to ajnabi se hain kuchh to batao hal-e-'firaq' 
ab to tumhin ko pyaar karen hain ab to tumhin se bolen hain"
340,firaq-gorakhpuri,"ab daur-e-asman hai na daur-e-hayat hai 
ai dard-e-hijr tu hi bata kitni raat hai 
har ka.enat se ye alag ka.enat hai 
hairat-sara-e-ishq men din hai na raat hai 
jiina jo aa gaya to ajal bhi hayat hai 
aur yuun to umr-e-khizr bhi kya be-sabat hai 
kyuun intiha-e-hosh ko kahte hain be-khudi 
khurshid hi ki akhiri manzil to raat hai 
hasti ko jis ne zalzala-saman bana diya 
vo dil qarar paa.e muqaddar ki baat hai 
ye mushagafiyan hain giran tab-e-ishq par 
kis ko dimagh-e-kavish-e-zat-o-sifat hai 
toDa hai la-makan ki hadon ko bhi ishq ne 
zindan-e-aql teri to kya ka.enat hai 
gardun sharar-e-barq-e-dil-e-be-qarar dekh 
jin se ye teri taron bhari raat raat hai 
gum ho ke har jagah hain za-khud raftagan-e-ishq 
un ki bhi ahl-e-kashf-o-karamat zaat hai 
hasti ba-juz fana-e-musalsal ke kuchh nahin 
phir kis liye ye fikr-e-qarar-o-sabat hai 
us jan-e-dosti ka khulus-e-nihan na puchh 
jis ka sitam bhi ghairat-e-sad-iltifat hai 
yuun to hazar dard se rote hain bad-nasib 
tum dil dukhao vaqt-e-musibat to baat hai 
unvan ghaflaton ke hain qurbat ho ya visal 
bas fursat-e-hayat 'firaq' ek raat hai"
341,firaq-gorakhpuri,"apne gham ka mujhe kahan gham hai 
ai ki teri khushi muqaddam hai 
aag men jo paDa vo aag hua 
husn-e-soz-e-nihan mujassam hai 
us ke shaitan ko kahan taufiq 
ishq karna gunah-e-adam hai 
dil ke dhaDkon men zor-e-zarb-e-kalim 
kis qadar is habab men dam hai 
hai vahi ishq zinda-o-javed 
jise ab-e-hayat bhi sam hai 
is men Thahrav ya sukun kahan 
zindagi inqalab-e-paiham hai 
ik taDap mauj-e-tah-nashin ki tarah 
zindagi ki bina-e-mohkam hai 
rahti duniya men ishq ki duniya 
na.e unvan se munazzam hai 
uThne vaali hai bazm maazi ki 
raushni kam hai zindagi kam hai 
ye bhi nazm-e-hayat hai koi 
zindagi zindagi ka matam hai 
ik muamma hai zindagi ai dost 
ye bhi teri ada-e-mub.ham hai 
ai mohabbat tu ik azaab sahi 
zindagi be tire jahannam hai 
ik talatum sa rang-o-nik.hat ka 
paikar-e-naz men dama-dam hai 
phirne ko hai rasili nim-nigah 
ahu-e-naz ma.il-e-ram hai 
ruup ke jot zer-e-pairahan 
gulsitan par rida-e-shabnam hai 
mere siine se lag ke so jaao 
palken bhari hain raat bhi kam hai 
aah ye mehrbaniyan teri 
shadmani ki aankh pur-nam hai 
narm o doshiza kis qadr hai nigah 
har nazar dastan-e-maryam hai 
mehr-o-mah shola-ha-e-saz-e-jamal 
jis ki jhankar itni maddham hai 
jaise uchhle junun ki pahli shaam 
is ada se vo zulf barham hai 
yuun bhi dil men nahin vo pahli umang 
aur teri nigah bhi kam hai 
aur kyuun chheDti hai gardish-e-charkh 
vo nazar phir ga.i ye kya kam hai 
ru-kash-e-sad-harim-e-dil hai faza 
vo jahan hain ajiib aalam hai 
diye jaati hai lau sada-e-'firaq' 
haan vahi soz-o-saz kam kam hai"
342,firaq-gorakhpuri,"bahsen chhiDi hui hain hayat-o-mamat ki 
sau baat ban ga.i hai 'firaq' ek baat ki 
saz-nava-e-dard hijabat-e-dahr men 
kitni dukhi hui hain ragen ka.enat ki 
rakh li jinhon ne kashmakash-e-zindagi ki laaj 
be-dardiyan na puchhiye un se hayat ki 
yuun fart-e-be-khudi se mohabbat men jaan de 
tujh ko bhi kuchh khabar na ho is vardat ki 
hai ishq us tabassum-e-jan-bakhsh ka shahid 
ranginiyan liye hai jo sub.h-e-hayat ki 
chheDa hai dard-e-ishq ne tar-e-rag-e-adam 
surat pakaD chali hain nava.en hayat ki 
sham-e-abad ko jalva-e-sub.h-e-bahar de 
rudad chheD zindagi-e-be-sabat ki 
us bazm-e-be-khudi men vajud-e-adam kahan 
chalti nahin hai saans hayat-o-mamat ki 
sau dard ik tabassum-e-pinhan men band hain 
tasvir huun 'firaq' nashat-e-hayat ki"
343,firaq-gorakhpuri,"bahut pahle se un qadmon ki aahaT jaan lete hain 
tujhe ai zindagi ham duur se pahchan lete hain 
miri nazren bhi aise qatilon ka jaan o iman hain 
nigahen milte hi jo jaan aur iman lete hain 
jise kahti hai duniya kamyabi vaa.e na-dani 
use kin qimaton par kamyab insan lete hain 
nigah-e-bada-gun yuun to tiri baton ka kya kahna 
tiri har baat lekin ehtiyatan chhan lete hain 
tabi.at apni ghabrati hai jab sunsan raton men 
ham aise men tiri yadon ki chadar taan lete hain 
khud apna faisla bhi ishq men kaafi nahin hota 
use bhi kaise kar guzren jo dil men Thaan lete hain 
hayat-e-ishq ka ik ik nafas jam-e-shahadat hai 
vo jan-e-naz-bardaran koi asan lete hain 
ham-ahangi men bhi ik chashni hai ikhtilafon ki 
miri baten ba-unvan-e-digar vo maan lete hain 
tiri maqbuliyat ki vaj.h vahid teri ramziyyat 
ki us ko mante hi kab hain jis ko jaan lete hain 
ab is ko kufr manen ya bulandi-e-nazar janen 
khuda-e-do-jahan ko de ke ham insan lete hain 
jise surat batate hain pata deti hai sirat ka 
ibarat dekh kar jis tarah ma.ani jaan lete hain 
tujhe ghaTa na hone denge karobar-e-ulfat men 
ham apne sar tira ai dost har ehsan lete hain 
hamari har nazar tujh se na.i saugandh khati hai 
to teri har nazar se ham naya paiman lete hain 
rafiq-e-zindagi thi ab anis-e-vaqt-e-akhir hai 
tira ai maut ham ye dusra ehsan lete hain 
zamana vardat-e-qalb sunne ko tarasta hai 
isi se to sar ankhon par mira divan lete hain 
'firaq' aksar badal kar bhes milta hai koi kafir 
kabhi ham jaan lete hain kabhi pahchan lete hain"
344,firaq-gorakhpuri,"bastiyan DhunDh rahi hain unhen viranon men 
vahshaten baDh ga.iin had se tire divanon men 
nigah-e-naz na divanon na farzanon men 
jankar ek vahi hai magar an-janon men 
bazm-e-mai be-khud-o-be-tab na kyuun ho saaqi 
mauj-e-bada hai ki dard uThta hai paimanon men 
main to main chaunk uThi hai ye faza-e-khamosh 
ye sada kab ki suni aati hai phir kanon men 
sair kar ujDe dilon ki jo tabi.at hai udaas 
ji bahal jaate hain akasr inhin viranon men 
vus.aten bhi hain nihan tangi-e-dil men ghafil 
ji bahal jaate hain aksar inhin maidanon men 
jaan iman-e-junun silsila jumban-e-junun 
kuchh kashish-ha-e-nihan jazb hain viranon men 
khanda-e-sub.h-e-azal tirgi-e-sham-e-abad 
donon aalam hain chhalakte hue paimanon men 
dekh jab alam-e-hu ko to naya aalam hai 
bastiyan bhi nazar aane lagin viranon men 
jis jagah baiTh ga.e aag laga kar uTThe 
garmiyan hain kuchh abhi sokhta-samanon men 
vahshaten bhi nazar aati hain sar-e-parda-e-naz 
damanon men hai ye aalam na garebanon men 
ek rangini-e-zahir hai gulistan men agar 
ek shadabi-e-pinhan hai bayabanon men 
jauhar-e-ghuncha-o-gul men hai ik andaz-e-junun 
kuchh bayaban nazar aa.e hain garebanon men 
ab vo rang-e-chaman-o-khanda-e-gul bhi na rahe 
ab vo asar-e-junun bhi nahin divanon men 
ab vo saaqi ki bhi ankhen na rahin rindon men 
ab vo saghar bhi chhalakte nahin mai-khanon men 
ab vo ik soz-e-nihani bhi dilon men na raha 
ab vo jalve bhi nahin ishq ke kashanon men 
ab na vo raat jab ummiden bhi kuchh thiin tujh se 
ab na vo baat gham-e-hijr ke afsanon men 
ab tira kaam hai bas ahl-e-vafa ka paana 
ab tira naam hai bas ishq ke gham-khanon men 
ta-ba-kai vada-e-mauhum ki tafsil 'firaq' 
shab-e-furqat kahin kaTti hai in afsanon men"
345,firaq-gorakhpuri,"be-Thikane hai dil-e-gham-ghin Thikane ki kaho 
sham-e-hijran dosto kuchh is ke aane ki kaho 
haan na puchh ik giraftar-e-qafas ki zindagi 
ham-safiran-e-chaman kuchh ashiyane ki kaho 
uD gaya hai manzil-e-dushvar men gham ka samand 
gesu-e-pur-pech-o-kham ke taziyane ki kaho 
baat banti aur baton se nazar aati nahin 
is nigah-e-naz ki baten banane ki kaho 
dastan vo thi jise dil bujhte bujhte kah gaya 
sham-e-bazm-e-zindagi ke jhilmilane ki kaho 
kuchh dil-e-marhum ki baten karo ai ahl-e-ilm 
jis se virane the abad us divane ki kaho 
dastan-e-zindagi bhi kis qadar dilchasp hai 
jo azal se chhiD gaya hai us fasane ki kaho 
ye fusun-e-nim-e-shab ye khvab-saman khamushi 
samri fan aankh ke jaadu jagane ki kaho 
koi kya kha.ega yuun sachchi qasam jhuTi qasam 
us nigah-e-naz ki saugandh khane ki kaho 
shaam hi se gosh-bar-avaz hai bazm-e-sukhan 
kuchh 'firaq' apni sunao kuchh zamane ki kaho"
346,firaq-gorakhpuri,"chhalak ke kam na ho aisi koi sharab nahin 
nigah-e-nargis-e-ra.ana tira javab nahin 
zamin jaag rahi hai ki inqalab hai kal 
vo raat hai koi zarra bhi mahv-e-khvab nahin 
hayat-e-dard hui ja rahi hai kya hoga 
ab is nazar ki dua.en bhi mustajab nahin 
zamin us ki falak us ka ka.enat us ki 
kuchh aisa ishq tira khanuman-kharab nahin 
abhi kuchh aur ho insan ka lahu paani 
abhi hayat ke chehre par ab-o-tab nahin 
jahan ke baab men tar damanon ka qaul ye hai 
ye mauj marta dariya koi sarab nahin 
dikha to deti hai behtar hayat ke sapne 
kharab ho ke bhi ye zindagi kharab nahin"
347,firaq-gorakhpuri,"chheD ai dil ye kisi shokh ke rukhsaron se 
khelna aah dahakte hue angaron se 
ham shab-e-hijr men jab soti hai saari duniya 
zikr karte hain tira chhiTke hue taron se 
ashk bhar laa.e kisi ne jo tira naam liya 
aur kya hijr men hota tire bimaron se 
chheD naghma koi go dil ki shikasta hain ragen 
ham nikalenge sada TuuTe hue taron se 
ham ko teri hai zarurat na ise bhuul ai dost 
tere iqraron se matlab hai na inkaron se 
ham hain vo bekas-o-be-yar ki baiThe baiThe 
apna dukh-dard kaha karte hain divaron se 
ahl-e-duniya se ye kahte hain mire nala-e-dil 
ham sada denge gham-e-hijr ke minaron se 
ishq hamdardi-e-alam ka ravadar nahin 
ho ga.i bhuul 'firaq' aap ke gham-khvaron se"
348,firaq-gorakhpuri,"daur-e-aghaz-e-jafa dil ka sahara nikla 
hausla kuchh na hamara na tumhara nikla 
tera naam aate hi sakte ka tha aalam mujh par 
jaane kis tarah ye mazkur dobara nikla 
hosh jaata hai jigar jaata hai dal jaata hai 
parde hi parde men kya tera ishara nikla 
hai tire kashf-o-karamat ki duniya qaa.il 
tujh se ai dil na magar kaam hamara nikla 
kitne saffak sar-e-qatl-gah-e-alam the 
lakhon men bas vahi allah ka pyara nikla 
ibrat-angez hai kya us ki javan-margi bhi 
haa.e vo dil jo hamara na tumhara nikla 
ishq ki lau se farishton ke bhi par jalte hain 
rashk-e-khurshid-e-qayamat ye sharara nikla 
sar-ba-sar be-sar-o-saman jise samjhe the vo dil 
rashk-e-jamshed-o-kai-o-khusrau-o-dara nikla 
rone vaale hue chup hijr ki duniya badli 
sham.a be-nur hui sub.h ka taara nikla 
ungliyan uTThin 'firaq'-e-vatan-avara par 
aaj jis samt se vo dard ka maara nikla"
349,firaq-gorakhpuri,"dete hain jam-e-shahadat mujhe ma.alum na tha 
hai ye a.in-e-mohabbat mujhe ma.alum na tha 
matlab-e-chashm-e-muravvat mujhe ma.alum na tha 
tujh ko mujh se thi shikayat mujhe ma.alum na tha 
chashm-e-khamosh ki babat mujhe ma.alum na tha 
ye bhi hai harf-o-hikayat mujhe ma.alum na tha 
ishq bas men hai mashiyyat ke aqida tha mira 
us ke bas men hai mashiyyat mujhe ma.alum na tha 
haft-khvan jis ne kiye tai sar-e-rah-e-taslim 
TuuT jaati hai vo himmat mujhe ma.alum na tha 
aaj har qatra-e-mai ban gaya ik chingari 
thi ye saaqi ki shararat mujhe ma.alum na tha 
nigah-e-mast ne talvar uTha li sar-e-bazm 
yuun badal jaati hai niyyat mujhe ma.alum na tha 
gham-e-hasti se jo bezar raha main ik umr 
tujh se bhi thi use nisbat mujhe ma.alum na tha 
ishq bhi ahl-e-tariqat men hai aisa tha khayal 
ishq hai pir-e-tariqat mujhe ma.alum na tha 
puchh mat sharh-e-karam-ha-e-azizan hamdam 
un men itni thi sharafat mujhe ma.alum na tha 
jab se dekha hai tujhe mujh se hai meri an-ban 
husn ka rang-e-siyasat mujhe ma.alum na tha 
shakl insan ki ho chaal bhi insan ki ho 
yuun bhi aati hai qayamat mujhe ma.alum na tha 
sar-e-mamura-e-alam ye dil-e-khana-kharab 
miT gaya teri badaulat mujhe ma.alum na tha 
parda-e-arz-e-vafa men bhi raha huun karta 
tujh se main apni hi ghibat mujhe ma.alum na tha 
naqd-e-jan kya hai zamane men mohabbat hamdam 
nahin milti kisi qimat mujhe ma.alum na tha 
ho gaya aaj rafiqon se gale mil ke juda 
apna khud ishq-e-sadaqat mujhe ma.alum na tha 
dard dil kya hai khula aaj tire laDne par 
tujh se itni thi mohabbat mujhe ma.alum na tha 
dam nikal jaa.e magar dil na laga.e koi 
ishq ki ye thi vasiyyat mujhe ma.alum na tha 
husn valon ko bahut sahal samajh rakkha tha 
tujh pe aa.egi tabi.at mujhe ma.alum na tha 
kitni khallaq hai ye nisti-e-ishq 'firaq' 
us se hasti hai ibarat mujhe ma.alum na tha"
